address_id,street,city,state,zip,latitude,longitude
AD000326,47644 Jackson Hill,Lake Zacharyberg,NH,85186,31.2517835,-131.444961
AD000327,98266 Hayes Fall,Garzaborough,FM,60097,-65.792581,-45.738089
AD000328,211 Jasmin Roads Suite 186,South Andrea,AZ,22899,-0.0222765,123.595976
AD000329,22064 Cross Mission,Courtneyville,MH,17746,-35.54741,-178.103292
AD000330,77780 Young Radial Suite 767,New Carolbury,FM,72242,-15.3446275,152.734358
AD000331,22050 Melissa Shores,Markland,AR,14773,21.9260215,-84.303621
AD000332,499 Tammy Summit,Sarahland,WI,39730,-3.3431685,17.8742
AD000333,68147 David Wall Suite 586,Lake Jason,AR,14827,63.37518,157.680313
AD000334,9469 Green Ports,Sarashire,NM,68619,79.612985,87.222725
AD000335,93430 Andrew Road Apt. 396,Williamsstad,OH,84059,-33.00097,-173.934827
AD000336,441 Evans Plaza,Katieville,TX,44185,1.633552,32.627363
AD000337,35577 Debbie Orchard,Lake Steven,VI,70882,-0.0446875,68.286728
AD000338,084 Peters Brook Apt. 955,East Juantown,MA,49684,78.1777245,106.835724
AD000339,962 Michelle Terrace,Janetmouth,VT,04646,-17.120468,42.194533
AD000340,3574 Alicia Extensions,West Kristenborough,PW,12638,29.124701,91.653833
AD000341,8235 Oconnor Pine,Kimberlyberg,WI,13379,48.5520535,-108.748018
AD000342,076 Adam Cape,West Steventon,CT,68734,86.894746,-12.238145
AD000343,435 James Harbor,Kendraville,KY,20072,-47.7224845,-33.092313
AD000344,98813 Dunn Groves,Lake Linda,OK,32590,-44.0237235,-141.751774
AD000345,587 David Mountains Apt. 160,South Philipshire,SC,90957,29.6782605,150.881776
AD000346,5381 Bradley Course Suite 174,Ruizbury,FL,81364,-20.7294895,15.125381
AD000347,55770 Thomas Keys Suite 724,Cassandraberg,NY,13992,18.9005,-122.564853
AD000348,148 Morales Loop Apt. 938,South Patrick,MA,27795,68.637355,51.471086
AD000349,583 Elaine Club Suite 199,Nguyenville,GU,58856,-42.708651,-14.624583
AD000350,91965 Newman Circle Apt. 329,Port Dwayneberg,NV,70133,-11.7501915,29.370346
AD000351,35494 Robbins Key Apt. 909,Abbottport,AR,48895,57.3402305,-151.47749
AD000352,851 Glenn Freeway,Parkfurt,SC,42198,12.7543045,37.987121
AD000353,8327 Jacob Lights Suite 624,East Alexander,SD,02559,-51.3464,81.295789
AD000354,12679 Hanson Motorway Suite 876,Jeremiahchester,PA,01474,65.139184,87.445982
AD000355,846 Johnson Camp,Bushville,OR,63616,-68.508223,-103.717368
AD000356,8189 John Roads Apt. 894,West Amandatown,NJ,60012,47.6169545,71.917223
AD000357,5442 Heather Ranch Suite 940,Laneshire,AR,86526,-11.6830945,155.17764
AD000358,7128 Melissa Harbors,Davidview,KY,34180,-86.1874095,-120.112371
AD000359,275 Jose Squares,South Henry,NC,04838,2.032556,-134.687311
AD000360,276 Young Mill,East Becky,MP,45730,-75.417034,164.811302
AD000361,02767 Alvarez Terrace Apt. 667,Dustinchester,AL,38353,30.479369,25.086884
AD000362,018 Blanchard Meadows Suite 544,West Destinyfurt,NH,89012,-25.0931205,136.068944
AD000363,525 Emily Village,North Roberthaven,CT,90350,29.7066985,8.718941
AD000364,443 Andrew Course,New Dianeborough,PA,84135,-57.307212,-115.587778
AD000365,269 Paula Square,West Kenneth,TN,10425,81.471337,63.440764
AD000366,5421 Waters Light Suite 504,Gregoryland,NM,26803,73.8266655,30.794012
AD000367,712 Robinson Row,South Jenniferville,AZ,10058,-71.098835,126.738272
AD000368,0720 Elizabeth Grove Apt. 569,New Jasminefort,NJ,57655,18.4245035,-142.365517
AD000369,67198 Cook Hollow,Brownland,MN,70575,1.284911,-136.805093
AD000370,3280 Guerrero Hills Suite 157,Lake Samuelborough,DC,05180,-38.167068,-166.382482
AD000371,6184 Ferguson Village,Levytown,AZ,44971,-74.9529975,1.311292
AD000372,1387 Joyce Fort,North Jillfort,SD,02999,36.4920565,151.985986
AD000373,20204 Stephen Extension,Port Lisaville,NM,78485,75.256524,-61.581026
AD000374,65651 Marc Underpass,Port Brandon,HI,44476,-73.0290025,-115.175257
AD000375,62582 Sanchez Prairie Apt. 219,Stricklandtown,FM,64328,-68.33119,-176.591096
AD000376,19467 Jamie Route,Alexandrachester,IA,23379,73.890043,-159.802266
AD000377,791 Bailey Avenue,East David,NC,13042,76.140325,14.294282
AD000378,3403 Laura Spur,Jimenezburgh,TN,06152,-75.497074,166.207024
AD000379,3645 Williams Streets Apt. 822,South Zacharyland,MH,31342,29.4056985,138.206967
AD000380,3531 Perez Freeway Suite 363,South Brendaton,FM,57630,-51.0926235,-63.947213
AD000381,65273 Cantrell Flats Suite 209,West Derekmouth,NH,55318,-44.043497,4.455964
AD000382,9292 Christopher Walks,Atkinsborough,OR,62562,34.221974,-30.121276
AD000383,633 Hamilton Forges,New Rachel,MT,06297,-79.2468305,72.679706
AD000384,8671 Simpson Corner,Lake Jessicaborough,DC,47477,-10.599362,-51.654356
AD000385,74279 Tiffany Mountain,Port Jacqueline,HI,49052,78.258285,69.266902
AD000386,165 Kenneth Terrace,Helenside,OK,27652,-68.2677235,153.104352
AD000387,085 Daniel Lakes Suite 905,Gregoryside,VT,09283,60.527385,-70.095763
AD000388,3817 Karen Trace,West Michael,KY,66504,23.529172,-31.208729
AD000389,55778 Theodore Place,Shannonstad,AS,88752,-72.3832265,-78.878442
AD000390,16241 Fred Creek Apt. 723,West Robertside,DC,62616,3.066638,45.55556
AD000391,043 Andrew Unions Apt. 856,Dianamouth,NM,78273,88.7391825,104.630827
AD000392,4924 Kristina Forks Suite 540,West Justin,GA,81586,-46.838295,107.395958
AD000393,22231 Victoria Ports Apt. 745,East Anna,AZ,87736,-4.9210565,4.601461
AD000394,7828 Martinez Burg,Velazquezberg,NH,42472,-48.1097685,-177.694515
AD000395,474 Lauren Stream Suite 517,East Ericaville,ME,03751,17.811711,151.529593
AD000396,5150 Brandy Forges,Jamesland,ND,58888,-66.544933,94.763832
AD000397,75998 Rebekah Lake Suite 265,Watsonport,MI,46553,-7.2989705,59.216814
AD000398,76742 Chandler Mall,Port Brenda,CO,19328,-34.2234635,-17.204023
AD000399,519 Davis Lodge Suite 628,Pageberg,ID,24881,12.4804795,-24.595645
AD000400,49478 Walker Turnpike Apt. 244,Martinezport,MT,24011,42.039776,166.166764
AD000401,14719 Perkins Port,Oneillfort,UT,16175,10.1807075,95.160228
AD000402,2902 Murray Square,West Frank,KY,47839,22.6124325,161.582579
AD000403,44818 Katie Falls Apt. 928,Moniqueport,KY,90343,7.3139415,-128.549831
AD000404,02845 Jenkins Estates Apt. 328,Port Jacob,MH,73725,74.66592,102.207711
AD000405,7112 Timothy Inlet,Donmouth,FM,78836,50.4242525,3.634082
AD000406,401 David Square,Lake Jeremy,DC,28005,-55.0448055,-137.799283
AD000407,110 Todd Canyon Apt. 108,South Davidview,AZ,09184,-9.027571,178.407732
AD000408,19393 Ellen Burgs,East Meghanview,OR,46092,4.5438465,-93.80144
AD000409,911 Allison Stravenue,West George,WV,70903,-88.8379635,-127.01851
AD000410,759 Scott Coves,Port Michael,MS,56087,-32.4812605,96.086404
AD000411,1517 April Park,Janetside,VA,05823,-67.9217355,-3.844381
AD000412,64794 Perez Lodge Suite 631,Crosbystad,HI,02176,41.975855,-123.536274
AD000413,8112 Morales Ramp Apt. 215,West James,PR,53491,-57.0462815,-54.979066
AD000414,749 Avila Unions Suite 579,Archerhaven,KY,19817,32.040084,-121.998254
AD000415,7732 Cory Center,South Erikaburgh,MS,79745,-2.2334475,-98.000133
AD000416,911 Sparks Flats Suite 778,Amyside,ND,02817,-81.5178365,51.072679
AD000417,7567 Johnson Fall,Nicoleburgh,NM,56951,-53.8985875,-12.249489
AD000418,1978 Alvarez Walk Apt. 806,Troyfurt,RI,89169,4.694303,-27.29376
AD000419,09025 Pacheco Prairie Apt. 561,Reedstad,MT,46542,-74.847022,175.000524
AD000420,34911 Wilson Extension,New Markmouth,TN,55875,62.4846,96.359575
AD000421,0790 Gray Loaf Suite 917,Lake Emilymouth,NM,66399,89.1504835,2.288842
AD000422,456 Tyler Vista,Port Melissaborough,LA,35255,-77.240898,-20.3774
AD000423,91919 Nelson Port Suite 635,Lake Madisonhaven,AS,39810,26.2085235,176.190601
AD000424,66498 Powers Plaza Apt. 082,Lewismouth,KY,84115,53.000757,149.865457
AD000425,083 Ford Garden Apt. 466,Michelleland,SC,27181,20.713085,-36.690495
AD000426,249 Richard Crescent Apt. 303,Stevenside,NE,55815,83.6568145,-160.133772
AD000427,42044 Dawn Canyon,Caseyton,VI,11501,-5.73683,142.981403
AD000428,65162 Daniel Street Apt. 898,Tylerland,IA,79120,-57.1765635,-11.739112
AD000429,636 Drew Extensions Apt. 476,Michelleton,NM,70423,10.5841025,-119.354337
AD000430,673 Suarez Drive Suite 754,Lake Tammyton,MP,97422,87.7642495,-150.648009
AD000431,8645 Amanda Freeway,Pricefurt,PW,33994,-9.2309515,-131.547226
AD000432,3275 Mccormick Harbor,Port Kimberlyfort,NJ,97093,20.853459,-1.371124
AD000433,24815 Guzman Via Suite 700,Lake Scott,SD,18338,-89.174345,35.103692
AD000434,459 Daniel Gateway,Port Brooke,MT,42365,31.195897,76.820508
AD000435,2954 Christopher Land,South Nancy,MP,75263,-29.7396935,-168.868178
AD000436,931 Gonzalez Squares,North Richard,NE,79195,-20.164427,-99.871369
AD000437,2910 Ayala Motorway,Wilsonborough,ID,35392,-12.700797,85.304511
AD000438,63934 Robert Lodge Apt. 044,New Shannon,IA,48950,66.471852,167.481951
AD000439,07256 Jennifer Station Suite 941,New Brianmouth,IA,62227,5.1071325,145.544809
AD000440,48964 Lambert Curve,New Harryburgh,NY,65098,1.047061,71.301149
AD000441,58624 Lawrence Crossroad,Savageview,WA,47764,25.4503375,-28.105526
AD000442,485 Stafford Island Suite 287,East Edgarbury,HI,05201,36.2311105,-40.293321
AD000443,761 Williams Knolls,Ellisville,PR,94841,-50.2571345,-113.613637
AD000444,34228 Elliott Shore Apt. 908,South Samantha,IA,65789,-64.685135,-3.553198
AD000445,1659 Mary Drives,North Stevefort,NH,82860,-17.705383,139.010982
AD000446,0975 Jason Causeway,Marcuston,WA,09770,56.8761285,143.3528
AD000447,64236 Andrew Fords Apt. 664,North Kenneth,AS,57171,-6.7578145,144.0089
AD000448,1583 Griffin Loaf,Adamschester,CO,99655,23.423736,17.695214
AD000449,6108 Mcpherson Springs,Lake Gina,FL,65423,51.5403015,157.992227
AD000450,7617 Hernandez Crossroad,Mckenziehaven,NE,39230,62.6151375,-154.37608
AD000451,81866 Steven Stravenue,Michaelshire,CO,66488,-85.632906,-118.831352
AD000452,26016 Edwards Stream Suite 794,Tammyburgh,IL,24760,-69.0028375,144.298416
AD000453,168 Adam Crescent Apt. 277,Meltonfort,ME,81568,75.5561795,13.664791
AD000454,1220 Daniel Brook Apt. 037,Lake John,MP,82559,54.5746485,-77.503583
AD000455,7276 Darren Drives,Maynardfort,AK,59419,67.09548,-49.739198
AD000456,9605 Curtis Vista,Pettyfort,WA,76347,69.9444615,117.589974
AD000457,76789 Hall Circle Apt. 695,West Patriciachester,FM,62542,-58.60896,85.637714
AD000458,6024 Taylor Mill Apt. 839,Sandramouth,DC,38956,14.7894785,43.800584
AD000459,2934 Elizabeth Curve Apt. 329,Garciachester,NM,40301,-26.993124,-67.561547
AD000460,54522 Lindsay Junction,Wilsonbury,DE,74161,-29.844785,81.115383
AD000461,5084 Melissa Well Apt. 077,North Kimberlyville,GU,74225,-78.733915,92.357691
AD000462,13524 Gill Parks,East Deborahmouth,GU,18559,-56.9868775,-71.610953
AD000463,0375 Wagner Corner Suite 565,East Karen,NC,55776,-28.7478585,-105.91486
AD000464,6785 Scott Trail Apt. 811,Leroyburgh,NE,08557,15.566608,-160.085455
AD000465,084 Morales Springs,Jennifermouth,PW,45610,-87.8787615,-29.793858
AD000466,673 Terry Valleys,Roweport,CO,05346,54.266205,-0.420478
AD000467,288 Lewis Pass Suite 852,North Pamelaside,OR,34408,-25.2158465,-16.822334
AD000468,105 Sims Knoll Apt. 017,Ashleytown,NH,44931,-26.6231075,132.240805
AD000469,4492 Stone Gateway,West Zacharyborough,GU,47853,31.952803,-127.393181
AD000470,661 Bryan Curve,Lewisland,MN,89213,51.2656625,36.226748
AD000471,9767 Dennis Mall Apt. 282,Dawsonberg,VT,67765,52.0402355,-116.618012
AD000472,7028 Dorsey Crest,Rodriguezstad,OK,38458,-79.1868445,100.664033
AD000473,54544 Johnson Divide,Port Brittany,AR,40499,-13.903299,-64.260585
AD000474,701 Jones Cape,Olsonport,OK,59794,0.683736,22.564418
AD000475,922 Gill Shores Suite 251,Hughesfurt,MA,71410,-77.7003655,179.941794
AD000476,412 Ashley Underpass Suite 818,East Stephanieside,OK,99803,-75.8066415,126.14762
AD000477,8018 Suzanne Harbor,East Maria,MP,76464,29.2469405,-134.554982
AD000478,9070 Kim Mall Apt. 856,Christopherville,ND,22541,-13.401479,-102.672199
AD000479,1246 Brian Islands,North Jennifer,ME,51611,-63.4935505,-8.179047
AD000480,5461 James Terrace,South William,NY,50970,-59.10808,-35.427358
AD000481,7861 Johnson Roads,North Joseph,OR,88987,-62.7512725,-47.760055
AD000482,9671 Krista Divide,Amberburgh,WY,32634,54.2936205,47.500366
AD000483,07942 Brian Orchard Suite 946,Meganborough,OR,67390,-14.4860755,-155.580571
AD000484,891 Davis Square,Port Donaldside,KY,57119,-33.4003365,147.73033
AD000485,547 Sanchez Islands Suite 379,Allenberg,SD,00769,73.4199485,75.834534
AD000486,26876 Kristin Run,New Anthonymouth,TX,16677,4.7563,22.065566
AD000487,2017 Mayer Mills Apt. 304,Jamesport,AS,94585,-30.636122,-54.233728
AD000488,0479 Adrian View Suite 149,Jacksonborough,TN,97338,61.855829,143.718421
AD000489,92124 Nicole Stream,Jamestown,UT,89333,53.0603985,149.883851
AD000490,870 Davidson Run Apt. 566,Davidhaven,NH,65456,7.0318585,97.700188
AD000491,304 Patel Island,South Jamesland,FM,75450,-83.189273,-58.866892
AD000492,33254 Connie Court Apt. 760,Marybury,CT,62573,-26.015937,2.966663
AD000493,8319 Duran Road,Rileyland,AR,04871,11.3062345,-11.809386
AD000494,07049 Jones Springs,New Brettfurt,MO,13061,75.7057375,40.711929
AD000495,907 Marshall Meadow,West Debratown,NH,68293,-1.9011825,135.579895
AD000496,10919 Rebecca Crossroad,Michaelfort,VA,81877,29.3529315,-80.18313
AD000497,00249 Palmer Run,Larryside,WI,19588,-50.4301815,72.073651
AD000498,545 Zachary Shoals Apt. 038,South Mauriceborough,SC,26880,-71.638002,3.369292
AD000499,779 Christian Port,Christinachester,MA,21771,-61.855107,63.901576
AD000500,3033 Hanson Garden,Navarromouth,AS,97504,10.908056,-69.77162
AD000501,05015 Angela Divide Suite 739,Bradleytown,ID,26430,-13.7372485,-86.505749
AD000502,2583 James Fall,Reneetown,MP,89296,-53.15897,23.432606
AD000503,3473 Pacheco Shore,New Tiffany,RI,57349,-72.450355,-116.384381
AD000504,33865 Greene Roads,North Kathryn,OR,25286,53.7386895,-22.061842
AD000505,3042 Clark Common,Gibbsland,GA,67166,14.1840525,166.320156
AD000506,8725 Fox Orchard Suite 749,Littleshire,SD,05298,-34.380282,-62.142728
AD000507,3634 Oneal Ports,Port Neil,OH,11610,-53.9409815,-134.887729
AD000508,8539 Steven Road Suite 677,Ortizfort,MD,36286,12.641915,-166.72952
AD000509,3415 Kelly Parkway,Port Joshuabury,CT,16044,-70.8474845,13.400709
AD000510,353 Wright Summit,Jamesberg,PR,99117,55.794176,-39.803974
AD000511,4566 Thomas Passage,Port Raymond,IN,95310,-33.662103,74.712097
AD000512,987 Peterson Corner,Meganchester,WI,91981,22.1222335,-67.480043
AD000513,8052 Kevin Street Apt. 755,South Ronald,WV,53371,54.3119775,-19.1335
AD000514,090 Eric Isle Suite 636,New Paulfort,CT,43602,62.8780205,62.41618
AD000515,21820 Johnson Flat Apt. 643,West Donna,CA,60094,-74.5775285,17.918677
AD000516,56621 Amanda Neck,South Stephanieborough,DC,27459,-6.8501915,52.035968
AD000517,99493 Hill Avenue Apt. 716,New Mark,OK,64851,33.535221,68.40773
AD000518,147 Graves Station,Peterburgh,MT,33155,-41.7948695,151.644767
AD000519,6291 Hale Cape Apt. 248,Elizabethland,UT,95729,-31.6810905,84.939127
AD000520,151 William Tunnel Suite 672,Jaredton,NH,04002,-70.351735,162.988907
AD000521,5636 Alex Crescent Apt. 577,Jonesside,TN,32258,27.500548,-104.700764
AD000522,2209 Gregory Crossing Suite 210,Ericstad,HI,28900,-80.753783,105.775745
AD000523,0816 Wallace Rapid,North Kelseyborough,IA,49606,-25.967319,-72.633499
AD000524,60053 Jeffrey Court,Lake Gary,MT,67675,-61.0938425,-4.367262
AD000525,393 Mcmillan Crest Apt. 315,Glennfurt,SD,41951,-86.783774,28.942997
AD000526,3149 Williams Forge,Turnerfort,CT,93893,53.9301325,125.58964
AD000527,1956 Martin Roads,Tiffanyfort,CA,44423,-85.262437,146.703838
AD000528,8389 Jesse Ridges Apt. 436,New Christopher,DC,49590,43.8758715,-20.75618
AD000529,63039 Stevenson Isle,West Lonnie,WY,05692,49.8207425,42.744196
AD000530,35533 Rebecca Shores Apt. 396,Isaiahtown,CA,64941,-71.213567,-76.670899
AD000531,232 Glenn Plaza,East William,NE,95526,35.3792895,-12.784592
AD000532,336 Catherine Hollow,Barbaraborough,KY,63569,-68.520878,13.049081
AD000533,2776 Wolf Viaduct Suite 066,Port Rebeccaport,PA,70912,-48.983409,116.810231
AD000534,6747 Brooks Rest,Jonesberg,VT,62007,-37.462953,-96.932943
AD000535,08576 Bentley Summit,Patrickport,SD,77611,-70.8781735,39.466162
AD000536,69236 Wise Terrace,Williamfort,SC,90742,8.832711,-149.02007
AD000537,3370 Mccoy Springs Apt. 249,Blackburnberg,KS,32930,71.6382295,130.494884
AD000538,11669 April Field,Martinchester,KS,91181,-8.8735535,88.782713
AD000539,461 Daisy Trail Suite 243,Haletown,GA,64952,-89.5762525,-127.992958
AD000540,686 Quinn Extension,West Jacob,DC,26455,40.5861355,-82.297908
AD000541,9323 Karen Valleys,West Tonya,VI,54082,28.307679,156.530755
AD000542,214 Nicholas Harbor,West Anthonybury,NJ,64096,-62.939252,-174.896194
AD000543,0901 Alexa Avenue,Morrisonview,NM,62528,0.4707925,144.469505
AD000544,5553 Ortega Lane Apt. 551,South Monicafurt,VA,18702,-83.106464,143.14753
AD000545,435 Montgomery Shoals,Robertsonborough,AL,84134,-3.5145045,-171.071675
AD000546,57397 Stevenson Underpass Apt. 567,Lake Paulborough,VT,19265,49.6010465,127.032514
AD000547,71487 Peggy Crescent,Batesbury,IA,28241,-44.2497365,174.197952
AD000548,60256 Robinson Glens,Lynnville,TN,18294,53.4903755,160.133594
AD000549,53991 Bennett Stravenue Suite 863,West Darrell,CO,15100,-66.0718175,2.663804
AD000550,195 Melissa Light,West Bryanside,ID,51376,23.735699,-8.392978
AD000551,289 Daniel Branch Suite 524,South Erin,FL,79336,-13.927318,-101.686267
AD000552,548 Joshua Vista,Welchborough,NM,38707,11.121953,-148.425236
AD000553,33027 Evans Via Apt. 086,Robertofort,MI,99816,15.0556295,29.950403
AD000554,443 Davis Islands,Port Sarahport,NH,86305,-46.058601,129.859024
AD000555,7423 Linda Flat,West Jessicashire,CT,89409,-50.377461,22.161849
AD000556,201 Mccann Fall Apt. 185,Bookerfurt,IA,04956,-58.1091855,-50.691729
AD000557,4926 Kimberly Way Suite 475,North Darrylville,NM,84571,89.5275415,93.669142
AD000558,99974 Laura Falls,Washingtonchester,ME,75398,-56.382099,-126.612882
AD000559,82606 Brown Villages Apt. 312,North Angela,AS,41696,-56.970277,-158.985174
AD000560,321 York Bypass,North Williamstad,ND,22993,23.561975,173.346623
AD000561,40848 Taylor Overpass,Alexandrastad,PA,71045,47.0605525,-67.343275
AD000562,030 Donald Walks,East Carrie,IL,78067,6.38582,-31.074306
AD000563,961 Green Run,South Stephen,KS,89174,24.177238,-103.096492
AD000564,43598 Robert Drives,Victoriachester,MS,03897,72.0295875,-47.125691
AD000565,1818 Jones Route,West Reginaview,FL,30092,-16.543499,-174.704661
AD000566,3611 Alisha Wells,Briannafort,CT,69832,3.657186,127.175024
AD000567,491 George Terrace Suite 258,Woodsberg,KS,01745,47.8591665,-96.521255
AD000568,69405 Erika Manor,Whitestad,AS,61929,44.8161375,-26.014867
AD000569,8341 Russell Island Apt. 113,East Barbaraland,WA,37968,58.7561315,84.597113
AD000570,8277 Richard Ridges,Port Julie,VT,56203,53.4317265,5.253012
AD000571,890 Oconnell Spring,East Charles,MP,17975,47.891129,9.671945
AD000572,7625 Matthew Springs,Port Amber,WI,15949,-12.1363385,-19.38004
AD000573,4309 Robinson Inlet Apt. 797,West Adammouth,MA,39606,4.997361,-122.466733
AD000574,2650 Ryan Flat,New Willieberg,MT,16733,40.838705,-176.289979
AD000575,437 Brooks Lakes,Mcclainside,AS,35822,-60.822412,55.456587
AD000576,25605 Daniel Haven Apt. 266,Rachelburgh,TN,26583,38.6597675,177.149559
AD000577,67872 Potter Tunnel Suite 862,North Lauraberg,FL,45605,44.2179785,-172.672276
AD000578,56906 Roberts Oval,Port Royberg,VA,67510,-39.8400865,-46.068539
AD000579,43637 Jacqueline Parkway Apt. 392,North David,AZ,36396,-38.412775,-101.504569
AD000580,93106 Warren Squares Apt. 356,Brownchester,SD,07271,-8.317777,-120.914698
AD000581,4563 Jacobson Falls Apt. 005,West Thomas,PW,79999,-62.9519875,51.341716
AD000582,7554 Collin Bridge,West Michael,AS,47868,68.084612,103.930656
AD000583,43961 David Summit Apt. 093,Lake Sean,CT,10315,56.721189,152.328661
AD000584,7382 David Manor Suite 855,Sotoville,PW,57664,-71.8246385,79.212344
AD000585,802 Horton Curve Suite 090,Lake Lisa,NM,90245,52.933786,95.676606
AD000586,78686 Lawson Ford,North Ernest,IL,78110,-87.621308,95.305082
AD000587,844 Kenneth Grove Apt. 230,West Benjamin,FL,36907,-54.305763,-34.811394
AD000588,338 Aaron Key,Markside,KS,95145,-54.1339095,39.227413
AD000589,0053 Thompson Brook Apt. 649,Port Scott,MD,35732,-35.2610095,132.278373
AD000590,73652 Davis Falls Suite 223,Hardingburgh,SD,37469,-84.350157,-13.483998
AD000591,69312 Ronald Motorway,Garciahaven,DC,95759,-86.835541,143.890741
AD000592,6010 David Trail,West Douglastown,WY,01732,-61.454857,111.182765
AD000593,132 Malone Mills Apt. 457,East Brian,UT,35557,78.4394515,111.849958
AD000594,01841 Thomas Fork,East Ronaldberg,MI,86400,-13.0003075,-58.729243
AD000595,172 Jeffrey Haven Suite 195,West Sandraland,MH,06182,72.270946,-98.877211
AD000596,8592 Hernandez Shores,Colleenport,MI,14122,-17.2289525,88.033221
AD000597,1022 Hernandez Mission Suite 119,Moyerview,FL,12356,-3.281011,-111.529765
AD000598,5576 Steele Loop,Devonbury,MS,55375,57.462135,86.879761
AD000599,836 Bianca Manor Apt. 135,East Victoriatown,MN,73688,37.218635,-108.277979
AD000600,55247 Mary Plaza,Sanchezbury,AR,98411,-53.0092415,-117.059508
AD000601,0650 Elizabeth Cliffs,Monroeburgh,AK,19753,8.0444995,-104.152223
AD000602,10962 Terry Dam,Theodoremouth,NV,85022,-86.454123,-26.042028
AD000603,00928 Alex Village,Fraziermouth,OH,93746,-20.7290615,127.125129
AD000604,362 Dudley Pike Suite 236,East Philipside,PA,10620,35.7448565,76.310906
AD000605,662 Linda Rue Suite 341,North Michaelmouth,AK,31896,-14.245654,-92.618673
AD000606,39043 Danielle Bypass,West Christopher,OK,74530,-77.954084,122.655243
AD000607,05140 Walton Locks Apt. 565,Lake Emily,MA,53884,45.1782985,-125.774489
AD000608,96790 Martin Springs,Millerland,VT,30853,-32.1126475,171.231769
AD000609,288 West Curve,Kellychester,AZ,93924,14.0547835,-51.628457
AD000610,912 Davis Bridge,Port Monica,OH,11926,43.92574,-129.472936
AD000611,2421 Ray Knoll Apt. 127,Valerieview,WV,58440,84.561451,-104.597961
AD000612,705 Morales Walks,South Michael,PR,82372,-5.8064515,20.619587
AD000613,687 Rich Springs,New Tiffanyton,WA,32589,60.5387135,-175.735662
AD000614,46296 Jeffrey Well,Caldwellstad,NH,61906,82.465614,107.288082
AD000615,12166 Richard Circles Suite 597,Lake Judith,DE,36988,32.025027,-159.447328
AD000616,2359 Vanessa Trail,Brownstad,WY,56876,37.079932,-65.420563
AD000617,06442 Donald Harbor,Millermouth,VI,55514,50.8690075,-65.053307
AD000618,01654 James Manor Suite 782,Gomezshire,MS,01802,60.5677135,140.580999
AD000619,99255 Edward Mount,South Michelle,DE,88836,19.088583,-38.90888
AD000620,2791 Jeffery Field,Hortonburgh,PA,49988,-31.9810895,6.877009
AD000621,90550 Mosley Parkway,Lake Victormouth,MT,54291,4.416529,9.091959
AD000622,512 Patterson Fall Apt. 866,Meganchester,SC,37626,76.5310455,-126.728952
AD000623,10961 Brady Road,Lake Seanshire,AS,04778,89.2370755,-24.358732
AD000624,37861 Melissa Crossing Suite 766,West Kimberlyhaven,LA,35577,86.8135615,-37.998142
AD000625,3060 Anthony Turnpike Suite 895,Georgeshire,NE,32198,59.1802075,30.111086
AD000626,609 Anderson Roads,Maddenburgh,MO,42198,48.8555085,-94.936211
AD000627,12819 Cameron Road Suite 825,North Christopher,NE,02013,78.8174815,138.519174
AD000628,98196 Julia Curve,Waltersstad,HI,31921,85.1602335,-60.946072
AD000629,83640 Miller Divide Apt. 911,Hoville,CT,19091,-14.1769045,-39.342681
AD000630,17536 Travis Brooks,Jonesland,IL,90591,22.717958,21.463154
AD000631,722 Smith Fall Apt. 155,Cooleyside,AL,21261,50.055811,-43.365807
AD000632,90808 Javier Lakes,East Anthonyberg,IN,11438,-56.0213735,-36.338427
AD000633,3158 Owens Valleys Suite 686,West Gerald,TX,94531,-14.547421,30.896812
AD000634,942 Stephanie Oval,Andradechester,PA,98422,-17.073088,-8.873101
AD000635,663 Brooks Roads,South Garyton,NY,33670,67.5365135,40.014139
AD000636,856 Danny Valleys Suite 625,North Jason,MN,49255,-51.0662085,-11.179386
AD000637,50537 Roach Points,South Justinborough,NC,29004,-62.372572,121.16241
AD000638,919 Fleming Mews Suite 533,Port Troyton,KY,55713,-57.9866485,-113.37825
AD000639,95963 Justin Row Apt. 742,Johnsonside,PW,69643,-79.4987395,1.134805
AD000640,71644 Molina Locks,New Kimfort,RI,06670,15.5830445,-19.774199
AD000641,1591 Jeffrey Views Apt. 215,Perezland,ID,95411,9.0203455,108.59945
AD000642,040 Brandon Hollow,West Markfurt,KY,92076,-44.2750725,-106.038877
AD000643,25296 Barnett Pike Apt. 977,Marcfort,IN,12533,-19.183498,-20.960484
AD000644,8331 Teresa Circle,North Ellen,NH,50971,-39.5562995,81.802725
AD000645,3988 Hodges Inlet,Rioshaven,CT,17548,-31.2703945,15.229771
AD000646,9836 Casey Manors Apt. 491,South Nancy,WA,14945,-25.424506,-171.094421
AD000647,40787 Baker Plaza Apt. 563,South Wayne,NY,44244,-75.730757,56.942929
AD000648,1066 Kelly Lodge Apt. 948,Stoneville,TX,07037,83.5018765,-46.349077
AD000649,10094 Cameron Courts,Jeremyfurt,MO,51997,-62.8063405,-61.948372
AD000650,3235 Mccarthy Heights Apt. 128,Stevensonbury,GA,41803,-71.3559135,-90.532902
AD000651,7207 Cook Fall,Nicoleburgh,TX,01776,69.452044,9.055679
AD000652,073 Rodriguez Viaduct Apt. 943,Port Dwayne,CT,13607,-8.233951,0.215404
AD000653,5847 Diaz Bridge Suite 458,Rodriguezhaven,VA,84360,-84.436063,-100.596588
AD000654,25703 Howard Summit Apt. 361,Natalieside,MH,59387,51.4404895,-86.073226
